timestamp,sensor_id,x,y,z,pm25,co2,temperature,humidity
2024-01-01T00:00:00,S030,0.19,-8.18,-9.06,67.0,420.5,15.8,87.8
2024-01-01T00:00:00,S031,-7.81,2.55,5.84,59.6,350,16.2,85.8
2024-01-01T00:00:00,S032,-1.56,-8.73,-2.37,19.7,350,16.5,86.6
2024-01-01T00:00:00,S033,9.92,0.58,9.42,21.7,350,15,87.0
2024-01-01T00:00:00,S034,7.22,-9.77,4.41,38.5,350,16.0,90
2024-01-01T00:00:00,S035,3.63,0.74,-4.66,29.1,350,16.0,88.5
2024-01-01T00:00:00,S036,2.82,-7.77,-1.3,48.2,364.7,15.7,87.7
2024-01-01T00:00:00,S037,-0.93,9.08,7.52,41.9,350,16.5,88.5
2024-01-01T00:00:00,S038,-4.73,0.01,-6.43,41.2,350,15.0,89.5
2024-01-01T00:00:00,S039,8.25,7.41,-4.03,40.1,350,16.0,86.4
2024-01-01T00:00:00,S041,5.25,0.79,5.57,50.6,350,16.5,87.4
2024-01-01T00:00:00,S042,0.61,-9.99,-3.52,30.5,350,16.1,88.9
2024-01-01T00:00:00,S043,-9.61,8.58,7.57,63.4,373.4,15.8,86.5
2024-01-01T00:00:00,S044,6.63,-3.85,-8.84,42.3,350,15.9,87.7
2024-01-01T00:00:00,S045,7.56,8.94,-8.29,46.8,350,15.8,87.3
2024-01-01T00:00:00,S046,-0.28,-8.62,5.21,63.9,376.9,16.1,89.2
2024-01-01T00:00:00,S047,5.32,-7.43,-0.49,31.8,350,16.2,86.9
2024-01-01T00:00:00,S048,1.0,-4.7,7.45,68.5,380.8,16.5,87.9
2024-01-01T00:00:00,S049,-1.54,-5.76,0.79,54.2,350,16.0,84.2
2024-01-01T00:00:00,S050,4.6,-5.98,-3.77,58.6,364.4,16.5,89.5
2024-01-01T00:00:00,S051,9.9,3.0,-1.24,54.7,387.4,16.0,87.0
2024-01-01T00:00:00,S052,0.35,-7.58,-5.51,49.9,350,16.5,84.4
2024-01-01T00:00:00,S053,-3.24,1.77,-5.4,62.8,372.0,15.4,84.5
2024-01-01T00:00:00,S054,-5.6,-8.58,2.62,48.7,350,15.7,85.9
2024-01-01T00:00:00,S055,-5.42,8.11,7.19,54.1,350,15.8,87.5
2024-01-01T00:00:00,S056,-8.58,-5.24,3.38,52.8,350,15.6,88.5
2024-01-01T00:00:00,S057,-5.72,-7.35,8.71,34.2,359.0,16.1,87.3
2024-01-01T00:00:00,S058,1.42,-0.55,5.69,31.4,350,15.9,86.4
2024-01-01T00:00:00,S059,6.15,-6.19,-8.06,61.6,364.0,16.2,86.2
2024-01-01T00:00:00,S060,-1.38,-1.53,-0.66,27.7,350,15.9,90
2024-01-01T00:00:00,S061,4.58,3.47,9.68,76.5,411.2,16.0,89.6
2024-01-01T00:00:00,S062,-8.03,-1.95,-3.21,47.4,350,16.2,87.1
2024-01-01T00:00:00,S063,7.23,-5.03,-6.2,54.1,350,16.6,86.3
2024-01-01T00:00:00,S064,-1.03,-1.56,-4.43,86.4,407.7,16.7,89.1
2024-01-01T00:00:00,S065,-5.0,8.47,-1.14,51.2,350,15.6,86.5
2024-01-01T00:00:00,S066,7.23,1.01,-8.99,58.9,371.2,15.8,86.7
2024-01-01T00:00:00,S067,9.99,6.72,9.38,31.8,350,15.3,89.0
2024-01-01T00:00:00,S068,8.53,6.97,-6.67,46.5,350,16.0,88.7
2024-01-01T00:00:00,S069,-0.29,-5.73,-1.98,63.6,387.3,16.0,86.9
2024-01-01T00:00:00,S070,-8.83,-2.42,9.71,26.0,350,16.6,87.6
2024-01-01T00:00:00,S071,-4.7,5.68,-0.9,58.0,369.8,16.0,88.8
2024-01-01T00:00:00,S073,1.12,4.37,-6.9,43.8,394.2,15.3,87.1
2024-01-01T00:00:00,S074,-4.07,9.37,1.58,61.8,350.6,16.5,86.5
2024-01-01T00:00:00,S075,0.84,4.96,-8.86,41.1,350,17.1,89.0
2024-01-01T00:00:00,S076,1.68,0.06,7.05,56.6,350,16.6,88.8
2024-01-01T00:00:00,S077,-6.85,9.22,-8.4,61.4,387.8,15.5,90
2024-01-01T00:00:00,S078,-6.28,1.9,3.5,51.9,350,16.1,86.9
2024-01-01T00:00:00,S079,-5.3,-7.6,7.81,34.6,350,17.0,84.4
2024-01-01T00:00:00,S080,-5.08,1.89,2.39,35.1,350,15.9,84.3
2024-01-01T00:00:00,S081,-1.62,1.67,0.46,55.3,386.5,16.2,88.7
2024-01-01T00:00:00,S082,8.69,-5.91,4.32,66.4,375.0,15.7,87.2
2024-01-01T00:00:00,S083,-5.23,-2.08,3.43,43.8,350,15.3,88.6
2024-01-01T00:00:00,S084,-4.0,-3.68,5.04,54.9,350,15.4,84.9
2024-01-01T00:00:00,S085,-8.55,-0.83,9.97,29.2,350,16.8,86.4
2024-01-01T00:00:00,S086,9.92,-8.53,-5.74,56.5,374.6,16.0,86.0
2024-01-01T00:00:00,S087,-4.7,8.67,7.62,66.3,396.0,15.6,84.5
2024-01-01T00:00:00,S088,7.59,-2.61,-6.85,43.9,350,16.5,88.3
2024-01-01T00:00:00,S089,6.67,4.07,2.23,50.0,358.8,16.9,87.2
2024-01-01T00:00:00,S090,9.74,3.08,-9.84,106.3,410.5,15.8,86.9
2024-01-01T00:00:00,S092,8.78,-7.31,-7.69,28.6,350,16.3,87.4
2024-01-01T00:00:00,S093,-7.86,1.06,-4.55,38.4,350,16.4,88.7
2024-01-01T00:00:00,S094,2.1,4.35,-5.93,35.8,350,15.6,89.9
2024-01-01T00:00:00,S095,2.68,-4.72,-0.23,75.9,376.5,15.5,87.4
2024-01-01T00:00:00,S096,8.11,6.92,-8.15,32.3,370.9,15.5,88.9
2024-01-01T00:00:00,S097,-1.53,-4.47,-9.93,39.7,350,15.7,88.4
2024-01-01T00:00:00,S098,5.42,2.74,-4.76,50.9,350,16.0,86.9
2024-01-01T00:00:00,S099,4.82,1.03,-1.45,64.5,362.3,15.9,87.2
2024-01-01T00:00:00,S100,-9.81,-8.5,7.66,41.4,350,16.3,89.5
2024-01-01T01:00:00,S001,2.79,-9.5,-4.5,64.3,359.9,15.7,90
2024-01-01T01:00:00,S002,-5.54,4.73,3.53,46.3,350,15,90
2024-01-01T01:00:00,S003,7.84,-8.26,-1.56,50.7,376.3,15,90
2024-01-01T01:00:00,S004,-9.4,-5.63,0.11,71.8,355.2,15,90
2024-01-01T01:00:00,S005,-9.47,-6.02,3.0,66.4,365.0,15.2,88.5
2024-01-01T01:00:00,S006,0.9,-5.59,1.79,5,350,15,89.7
2024-01-01T01:00:00,S007,6.19,-9.87,6.12,39.3,354.9,15,89.2
2024-01-01T01:00:00,S008,3.96,-3.19,-6.89,58.7,391.7,15,89.1
2024-01-01T01:00:00,S009,9.14,-3.27,-8.15,73.9,394.8,15,87.0
2024-01-01T01:00:00,S010,-8.07,6.95,2.07,35.6,350,15.6,89.4
2024-01-01T01:00:00,S012,9.46,-2.43,1.04,24.4,350,15.4,88.5
2024-01-01T01:00:00,S013,6.59,2.37,7.23,26.9,350,15,90
2024-01-01T01:00:00,S014,1.55,4.09,-9.08,11.2,350,15,90
2024-01-01T01:00:00,S015,-5.44,-4.21,-8.4,67.5,350,15.3,88.5
2024-01-01T01:00:00,S016,-5.34,-7.98,-4.44,45.1,350,15.1,89.3
2024-01-01T01:00:00,S017,2.71,-2.7,-2.6,27.0,350,15.8,89.6
2024-01-01T01:00:00,S018,-5.81,-4.66,8.73,67.3,392.4,15.4,88.4
2024-01-01T01:00:00,S019,2.96,2.18,-6.58,53.8,352.2,15.1,88.4
2024-01-01T01:00:00,S020,4.58,-6.73,-2.41,61.3,386.5,15,88.5
2024-01-01T01:00:00,S021,9.79,2.8,1.14,76.7,409.3,15,88.8
2024-01-01T01:00:00,S022,3.69,6.86,5.52,60.4,383.0,15,90
2024-01-01T01:00:00,S024,-4.65,-5.78,8.86,68.4,360.1,15.3,90
2024-01-01T01:00:00,S025,7.53,-3.71,3.11,31.7,350,15,90
2024-01-01T01:00:00,S026,-2.09,8.29,-0.82,54.6,375.6,15,89.7
2024-01-01T01:00:00,S027,-4.7,-5.07,1.23,8.1,350,15,90
2024-01-01T01:00:00,S028,-4.75,1.69,7.96,47.0,371.0,15,87.3
2024-01-01T01:00:00,S030,0.19,-8.18,-9.06,17.5,350,15,90
2024-01-01T01:00:00,S031,-7.81,2.55,5.84,37.2,353.6,15,88.0
2024-01-01T01:00:00,S032,-1.56,-8.73,-2.37,34.5,350,15,87.3
2024-01-01T01:00:00,S033,9.92,0.58,9.42,44.1,361.3,15,88.4
2024-01-01T01:00:00,S034,7.22,-9.77,4.41,43.0,371.4,15.1,90
2024-01-01T01:00:00,S035,3.63,0.74,-4.66,68.2,372.9,15.8,88.1
2024-01-01T01:00:00,S036,2.82,-7.77,-1.3,57.8,350,15.3,87.3
2024-01-01T01:00:00,S037,-0.93,9.08,7.52,78.9,427.3,15.8,90
2024-01-01T01:00:00,S038,-4.73,0.01,-6.43,43.2,350,15.9,89.0
2024-01-01T01:00:00,S039,8.25,7.41,-4.03,50.6,350,15,89.2
2024-01-01T01:00:00,S040,2.78,2.18,-6.94,40.7,350,15.5,86.4
2024-01-01T01:00:00,S041,5.25,0.79,5.57,50.3,354.9,15.5,88.3
2024-01-01T01:00:00,S042,0.61,-9.99,-3.52,51.0,358.6,15.5,86.7
2024-01-01T01:00:00,S043,-9.61,8.58,7.57,43.1,350,15.4,89.2
2024-01-01T01:00:00,S044,6.63,-3.85,-8.84,75.7,412.5,15.4,90
2024-01-01T01:00:00,S045,7.56,8.94,-8.29,48.4,350,15,90
2024-01-01T01:00:00,S046,-0.28,-8.62,5.21,44.1,350,15,89.7
2024-01-01T01:00:00,S047,5.32,-7.43,-0.49,64.1,375.1,15,90
2024-01-01T01:00:00,S048,1.0,-4.7,7.45,68.5,395.5,15,88.5
2024-01-01T01:00:00,S049,-1.54,-5.76,0.79,42.2,350,15.7,90
2024-01-01T01:00:00,S050,4.6,-5.98,-3.77,38.8,350,15,89.4
2024-01-01T01:00:00,S051,9.9,3.0,-1.24,50.3,360.8,15,89.4
2024-01-01T01:00:00,S052,0.35,-7.58,-5.51,52.8,367.6,15.3,88.6
2024-01-01T01:00:00,S053,-3.24,1.77,-5.4,50.9,350.5,15.2,88.9
2024-01-01T01:00:00,S054,-5.6,-8.58,2.62,50.0,362.4,15,89.3
2024-01-01T01:00:00,S056,-8.58,-5.24,3.38,51.0,369.1,15.1,90
2024-01-01T01:00:00,S057,-5.72,-7.35,8.71,25.5,350,15,90.0
2024-01-01T01:00:00,S058,1.42,-0.55,5.69,63.8,385.7,15.1,89.4
2024-01-01T01:00:00,S059,6.15,-6.19,-8.06,62.2,350.3,15,90
2024-01-01T01:00:00,S060,-1.38,-1.53,-0.66,34.9,350,15,88.0
2024-01-01T01:00:00,S061,4.58,3.47,9.68,55.5,361.9,15,89.3
2024-01-01T01:00:00,S062,-8.03,-1.95,-3.21,37.3,350,15,90
2024-01-01T01:00:00,S063,7.23,-5.03,-6.2,30.4,350,15.6,90
2024-01-01T01:00:00,S064,-1.03,-1.56,-4.43,35.0,350,15,88.6
2024-01-01T01:00:00,S065,-5.0,8.47,-1.14,51.8,370.7,15,90
2024-01-01T01:00:00,S066,7.23,1.01,-8.99,30.1,350,15,90
2024-01-01T01:00:00,S067,9.99,6.72,9.38,75.8,404.2,15.2,90.0
2024-01-01T01:00:00,S068,8.53,6.97,-6.67,57.2,350,15,88.6
2024-01-01T01:00:00,S069,-0.29,-5.73,-1.98,60.1,378.1,15,87.4
2024-01-01T01:00:00,S070,-8.83,-2.42,9.71,42.9,350,15,88.8
2024-01-01T01:00:00,S071,-4.7,5.68,-0.9,55.1,386.1,15.0,90
2024-01-01T01:00:00,S072,-1.54,9.15,9.91,32.9,350,15,88.4
2024-01-01T01:00:00,S073,1.12,4.37,-6.9,77.4,385.2,15,88.2
2024-01-01T01:00:00,S075,0.84,4.96,-8.86,55.7,350,15.3,90
2024-01-01T01:00:00,S076,1.68,0.06,7.05,49.1,350.5,15.4,88.2
2024-01-01T01:00:00,S077,-6.85,9.22,-8.4,63.3,392.0,15.8,90
2024-01-01T01:00:00,S078,-6.28,1.9,3.5,38.0,350,15,90
2024-01-01T01:00:00,S079,-5.3,-7.6,7.81,44.2,350,15.3,89.9
2024-01-01T01:00:00,S080,-5.08,1.89,2.39,44.5,350,15,88.1
2024-01-01T01:00:00,S081,-1.62,1.67,0.46,46.4,377.8,15.4,90
2024-01-01T01:00:00,S082,8.69,-5.91,4.32,42.5,350,15,89.2
2024-01-01T01:00:00,S083,-5.23,-2.08,3.43,48.5,350,15,90
2024-01-01T01:00:00,S084,-4.0,-3.68,5.04,49.5,367.1,15.8,89.7
2024-01-01T01:00:00,S085,-8.55,-0.83,9.97,32.9,350,15,89.6
2024-01-01T01:00:00,S086,9.92,-8.53,-5.74,76.8,407.6,15.1,89.7
2024-01-01T01:00:00,S087,-4.7,8.67,7.62,62.7,350,15,88.6
2024-01-01T01:00:00,S088,7.59,-2.61,-6.85,52.3,356.2,15,90
2024-01-01T01:00:00,S089,6.67,4.07,2.23,66.6,350,15.8,90
2024-01-01T01:00:00,S090,9.74,3.08,-9.84,34.5,350,15,90
2024-01-01T01:00:00,S091,6.34,-4.01,3.27,45.5,353.8,15,89.6
2024-01-01T01:00:00,S092,8.78,-7.31,-7.69,61.5,356.9,15,86.9
2024-01-01T01:00:00,S093,-7.86,1.06,-4.55,50.7,362.3,15.2,90
2024-01-01T01:00:00,S094,2.1,4.35,-5.93,44.8,350,15.1,87.9
2024-01-01T01:00:00,S095,2.68,-4.72,-0.23,51.0,350,15.6,88.7
2024-01-01T01:00:00,S096,8.11,6.92,-8.15,28.7,350,15,89.0
2024-01-01T01:00:00,S097,-1.53,-4.47,-9.93,38.1,350,15,90
2024-01-01T01:00:00,S098,5.42,2.74,-4.76,43.9,361.2,15.9,90
2024-01-01T01:00:00,S099,4.82,1.03,-1.45,69.4,350,15,88.4
2024-01-01T01:00:00,S100,-9.81,-8.5,7.66,25.0,350,15.4,88.6
2024-01-01T02:00:00,S001,2.79,-9.5,-4.5,41.5,350,15.7,86.2
2024-01-01T02:00:00,S002,-5.54,4.73,3.53,36.8,356.6,15.2,85.9
2024-01-01T02:00:00,S003,7.84,-8.26,-1.56,35.1,350,15.2,85.8
2024-01-01T02:00:00,S004,-9.4,-5.63,0.11,46.8,365.3,15.1,87.6
2024-01-01T02:00:00,S005,-9.47,-6.02,3.0,46.7,350,16.1,87.2
2024-01-01T02:00:00,S006,0.9,-5.59,1.79,46.4,350,16.3,84.2
2024-01-01T02:00:00,S007,6.19,-9.87,6.12,42.8,350,15,89.1
2024-01-01T02:00:00,S008,3.96,-3.19,-6.89,34.3,350,15.9,85.4
2024-01-01T02:00:00,S009,9.14,-3.27,-8.15,57.1,350,15.0,83.4
2024-01-01T02:00:00,S010,-8.07,6.95,2.07,42.8,350,15.2,84.7
2024-01-01T02:00:00,S011,6.14,4.59,0.72,43.9,350.4,15.8,89.5
2024-01-01T02:00:00,S012,9.46,-2.43,1.04,51.2,362.6,16.4,87.2
2024-01-01T02:00:00,S013,6.59,2.37,7.23,53.7,350,15.6,85.6
2024-01-01T02:00:00,S014,1.55,4.09,-9.08,50.8,350,15.3,86.5
2024-01-01T02:00:00,S015,-5.44,-4.21,-8.4,53.6,350,15.8,87.3
2024-01-01T02:00:00,S016,-5.34,-7.98,-4.44,45.1,350,15.1,86.3
2024-01-01T02:00:00,S017,2.71,-2.7,-2.6,32.4,350,15.2,88.4
2024-01-01T02:00:00,S018,-5.81,-4.66,8.73,57.3,350,16.9,84.5
2024-01-01T02:00:00,S019,2.96,2.18,-6.58,47.1,364.9,15,85.2
2024-01-01T02:00:00,S020,4.58,-6.73,-2.41,52.6,350,15.5,88.0
2024-01-01T02:00:00,S021,9.79,2.8,1.14,43.4,350,16.1,83.5
2024-01-01T02:00:00,S022,3.69,6.86,5.52,51.0,350,15.7,85.4
2024-01-01T02:00:00,S023,-5.42,-9.36,-3.69,60.0,360.3,15.1,86.3
2024-01-01T02:00:00,S025,7.53,-3.71,3.11,39.0,350,16.0,85.8
2024-01-01T02:00:00,S027,-4.7,-5.07,1.23,61.6,350,15.6,85.1
2024-01-01T02:00:00,S028,-4.75,1.69,7.96,61.1,350,16.0,87.7
2024-01-01T02:00:00,S029,-2.01,-5.61,9.95,56.1,359.4,15.5,88.7
2024-01-01T02:00:00,S030,0.19,-8.18,-9.06,47.4,350,15.8,86.7
2024-01-01T02:00:00,S031,-7.81,2.55,5.84,65.0,378.7,15.7,84.3
2024-01-01T02:00:00,S032,-1.56,-8.73,-2.37,66.7,359.9,16.1,86.1
2024-01-01T02:00:00,S033,9.92,0.58,9.42,59.8,381.3,15.2,85.2
2024-01-01T02:00:00,S034,7.22,-9.77,4.41,46.7,350,15.7,85.8
2024-01-01T02:00:00,S035,3.63,0.74,-4.66,5.3,350,15.0,85.4
2024-01-01T02:00:00,S036,2.82,-7.77,-1.3,22.2,350,15.5,86.2
2024-01-01T02:00:00,S037,-0.93,9.08,7.52,36.3,356.4,15,84.0
2024-01-01T02:00:00,S038,-4.73,0.01,-6.43,47.8,351.9,15,85.1
2024-01-01T02:00:00,S039,8.25,7.41,-4.03,53.1,350,15.3,83.9
2024-01-01T02:00:00,S040,2.78,2.18,-6.94,73.9,399.2,15.1,86.2
2024-01-01T02:00:00,S042,0.61,-9.99,-3.52,83.7,412.7,15,85.5
2024-01-01T02:00:00,S043,-9.61,8.58,7.57,49.5,382.7,15.7,87.2
2024-01-01T02:00:00,S044,6.63,-3.85,-8.84,59.0,350.1,15.8,86.9
2024-01-01T02:00:00,S045,7.56,8.94,-8.29,48.7,350,15,88.5
2024-01-01T02:00:00,S046,-0.28,-8.62,5.21,15.9,350,15,85.6
2024-01-01T02:00:00,S047,5.32,-7.43,-0.49,67.9,389.8,15.8,84.2
2024-01-01T02:00:00,S048,1.0,-4.7,7.45,69.3,393.1,15.3,87.8
2024-01-01T02:00:00,S049,-1.54,-5.76,0.79,44.8,350,16.5,86.7
2024-01-01T02:00:00,S050,4.6,-5.98,-3.77,62.0,367.8,16.7,85.4
2024-01-01T02:00:00,S051,9.9,3.0,-1.24,40.7,350,15.7,83.8
2024-01-01T02:00:00,S052,0.35,-7.58,-5.51,62.8,390.6,15.5,85.5
2024-01-01T02:00:00,S053,-3.24,1.77,-5.4,52.6,350,15.0,87.2
2024-01-01T02:00:00,S054,-5.6,-8.58,2.62,34.2,350,15,87.7
2024-01-01T02:00:00,S055,-5.42,8.11,7.19,35.1,350,15.3,85.0
2024-01-01T02:00:00,S056,-8.58,-5.24,3.38,48.4,350,15.0,87.2
2024-01-01T02:00:00,S057,-5.72,-7.35,8.71,48.9,370.1,15.9,85.9
2024-01-01T02:00:00,S058,1.42,-0.55,5.69,42.3,350,15.8,84.6
2024-01-01T02:00:00,S059,6.15,-6.19,-8.06,43.9,350,15.1,83.3
2024-01-01T02:00:00,S060,-1.38,-1.53,-0.66,46.8,351.2,15,85.1
2024-01-01T02:00:00,S061,4.58,3.47,9.68,41.8,350,15,83.9
2024-01-01T02:00:00,S062,-8.03,-1.95,-3.21,57.3,370.2,16.1,87.9
2024-01-01T02:00:00,S064,-1.03,-1.56,-4.43,31.6,350,15,85.2
2024-01-01T02:00:00,S065,-5.0,8.47,-1.14,28.4,391.2,15.4,84.1
2024-01-01T02:00:00,S066,7.23,1.01,-8.99,52.6,350,16.2,85.5
2024-01-01T02:00:00,S067,9.99,6.72,9.38,44.1,350,16.1,84.1
2024-01-01T02:00:00,S068,8.53,6.97,-6.67,66.2,421.7,15,87.3
2024-01-01T02:00:00,S069,-0.29,-5.73,-1.98,56.1,367.3,15.7,87.0
2024-01-01T02:00:00,S070,-8.83,-2.42,9.71,29.8,358.9,16.3,84.1
2024-01-01T02:00:00,S071,-4.7,5.68,-0.9,37.5,350,15.8,86.8
2024-01-01T02:00:00,S072,-1.54,9.15,9.91,40.9,350,15.8,85.6
2024-01-01T02:00:00,S073,1.12,4.37,-6.9,46.2,350,15.9,84.3
2024-01-01T02:00:00,S074,-4.07,9.37,1.58,54.5,357.8,15.1,84.4
2024-01-01T02:00:00,S075,0.84,4.96,-8.86,51.7,350,15.1,84.6
2024-01-01T02:00:00,S076,1.68,0.06,7.05,40.7,384.6,15,86.2
2024-01-01T02:00:00,S077,-6.85,9.22,-8.4,48.3,354.9,16.0,86.5
2024-01-01T02:00:00,S078,-6.28,1.9,3.5,55.8,384.9,15.2,88.1
2024-01-01T02:00:00,S079,-5.3,-7.6,7.81,76.2,350,15.8,87.0
2024-01-01T02:00:00,S080,-5.08,1.89,2.39,42.9,359.7,15.5,87.0
2024-01-01T02:00:00,S081,-1.62,1.67,0.46,46.3,363.5,15.2,85.1
2024-01-01T02:00:00,S082,8.69,-5.91,4.32,57.2,375.8,15.1,85.3
2024-01-01T02:00:00,S083,-5.23,-2.08,3.43,32.0,350,15.1,85.9
2024-01-01T02:00:00,S085,-8.55,-0.83,9.97,10.9,350,15.6,87.3
2024-01-01T02:00:00,S086,9.92,-8.53,-5.74,19.0,350,15.2,84.5
2024-01-01T02:00:00,S087,-4.7,8.67,7.62,59.1,350,16.1,84.3
2024-01-01T02:00:00,S088,7.59,-2.61,-6.85,39.9,350,15.2,85.5
2024-01-01T02:00:00,S089,6.67,4.07,2.23,65.9,384.4,15.5,84.7
2024-01-01T02:00:00,S090,9.74,3.08,-9.84,46.8,350,16.0,85.7
2024-01-01T02:00:00,S091,6.34,-4.01,3.27,31.2,361.9,15.5,84.9
2024-01-01T02:00:00,S092,8.78,-7.31,-7.69,45.4,350,15.8,86.9
2024-01-01T02:00:00,S093,-7.86,1.06,-4.55,30.3,350,15.1,85.8
2024-01-01T02:00:00,S094,2.1,4.35,-5.93,73.9,438.0,15.5,84.6
2024-01-01T02:00:00,S095,2.68,-4.72,-0.23,58.7,350,15.4,84.7
2024-01-01T02:00:00,S096,8.11,6.92,-8.15,34.8,350,16.2,85.6
2024-01-01T02:00:00,S097,-1.53,-4.47,-9.93,46.5,350,16.1,86.2
2024-01-01T02:00:00,S098,5.42,2.74,-4.76,55.3,350,15,84.8
2024-01-01T02:00:00,S099,4.82,1.03,-1.45,60.1,389.9,15,83.9
2024-01-01T02:00:00,S100,-9.81,-8.5,7.66,48.4,350,15.7,85.7
2024-01-01T03:00:00,S001,2.79,-9.5,-4.5,44.4,350,16.1,86.7
2024-01-01T03:00:00,S002,-5.54,4.73,3.53,49.5,350,16.1,90
2024-01-01T03:00:00,S003,7.84,-8.26,-1.56,40.4,350,15.8,90
2024-01-01T03:00:00,S004,-9.4,-5.63,0.11,42.3,354.1,16.0,87.6
2024-01-01T03:00:00,S005,-9.47,-6.02,3.0,42.8,350,16.0,90
2024-01-01T03:00:00,S006,0.9,-5.59,1.79,56.3,412.5,15.8,90
2024-01-01T03:00:00,S007,6.19,-9.87,6.12,46.3,350,15.2,90
2024-01-01T03:00:00,S008,3.96,-3.19,-6.89,48.9,358.4,15.7,88.7
2024-01-01T03:00:00,S009,9.14,-3.27,-8.15,65.5,350,16.0,88.8
2024-01-01T03:00:00,S010,-8.07,6.95,2.07,46.9,350,15.5,90
2024-01-01T03:00:00,S011,6.14,4.59,0.72,55.5,382.0,16.6,89.1
2024-01-01T03:00:00,S012,9.46,-2.43,1.04,35.1,350,15.9,90
2024-01-01T03:00:00,S013,6.59,2.37,7.23,46.8,350,15.2,90
2024-01-01T03:00:00,S014,1.55,4.09,-9.08,50.2,350,15,88.9
2024-01-01T03:00:00,S015,-5.44,-4.21,-8.4,78.3,376.2,15.6,90
2024-01-01T03:00:00,S016,-5.34,-7.98,-4.44,40.7,362.0,16.1,89.6
2024-01-01T03:00:00,S017,2.71,-2.7,-2.6,26.5,350,16.9,88.7
2024-01-01T03:00:00,S018,-5.81,-4.66,8.73,56.9,352.0,17.4,87.5
2024-01-01T03:00:00,S019,2.96,2.18,-6.58,14.8,350,17.0,89.2
2024-01-01T03:00:00,S020,4.58,-6.73,-2.41,69.4,380.6,17.0,90
2024-01-01T03:00:00,S021,9.79,2.8,1.14,68.7,376.3,15,90
2024-01-01T03:00:00,S022,3.69,6.86,5.52,40.4,350,16.1,90
2024-01-01T03:00:00,S023,-5.42,-9.36,-3.69,49.6,362.2,15.8,87.4
2024-01-01T03:00:00,S024,-4.65,-5.78,8.86,50.4,350,16.6,87.5
2024-01-01T03:00:00,S025,7.53,-3.71,3.11,43.6,350,15.7,89.2
2024-01-01T03:00:00,S026,-2.09,8.29,-0.82,44.9,355.9,15.9,90
2024-01-01T03:00:00,S027,-4.7,-5.07,1.23,62.2,363.5,15.9,89.8
2024-01-01T03:00:00,S028,-4.75,1.69,7.96,48.1,350,16.2,90
2024-01-01T03:00:00,S029,-2.01,-5.61,9.95,18.1,350,15.8,88.8
2024-01-01T03:00:00,S030,0.19,-8.18,-9.06,60.8,357.8,15.6,89.3
2024-01-01T03:00:00,S031,-7.81,2.55,5.84,64.2,398.5,15.5,89.0
2024-01-01T03:00:00,S032,-1.56,-8.73,-2.37,31.7,350,15.7,89.1
2024-01-01T03:00:00,S033,9.92,0.58,9.42,50.9,350,16.4,90
2024-01-01T03:00:00,S034,7.22,-9.77,4.41,67.1,387.8,16.5,90
2024-01-01T03:00:00,S035,3.63,0.74,-4.66,42.3,350,15.6,90
2024-01-01T03:00:00,S036,2.82,-7.77,-1.3,55.5,383.7,16.4,90
